Unidades Curriculares,Código Fénix,"Nova Codificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Seminário/Estágio (Artes do Espectáculo),99888,LAC3006,TP1A,S2,Maria João Oliveira Carvalho de Almeida,12:30-14:00,,,,,
Seminário/Estágio (Artes do Espectáculo),99888,LAC3006,TP1B,S2,Maria João Oliveira Carvalho de Almeida,14:00-15:30,,,,,
Seminário/Estágio (Estudos de Cultura e Comunicação),12995,LAC3005,TP1 - ZOOM,S2,Docente a Indicar,,,,11:00-12:30,,
Seminário/Estágio (Estudos de Cultura e Comunicação),12995,LAC3005,TP1A,S2,Docente a Indicar,,,,,09:30-11:00,
Seminário/Estágio (Estudos de Cultura e Comunicação),12995,LAC3005,TP1B,S2,Docente a Indicar,,,,,11:00-12:30,
Seminário/Estágio (Estudos de Cultura e Comunicação),12995,LAC3005,TP2 - ZOOM,S2,Silvia Valencich Frota,,,,,15:30-17:00,
Seminário/Estágio (Estudos de Cultura e Comunicação),12995,LAC3005,TP2A,S2,Silvia Valencich Frota,,,15:30-17:00,,,
Seminário/Estágio (Estudos de Cultura e Comunicação),12995,LAC3005,TP2B,S2,Silvia Valencich Frota,,,17:00-18:30,,,
Seminário/Estágio [Major em Estudos Ingleses],12975_6ects,LAC3003,TP1,S2,Luísa Maria Rodrigues Flora,,08:00-09:30,,,,
Seminário/Estágio [Major em Estudos Ingleses],12975_6ects,LAC3003,TP1 - ZOOM,S2,Luísa Maria Rodrigues Flora,08:00-09:30,,,,,
Seminário/Estágio Curricular (Estudos Comparatistas),98127,LAC3007,TP1 - ZOOM,S2,Ângela Maria Valadas Fernandes,,,17:00-18:30,,,
Seminário/Estágio Curricular (Estudos Comparatistas),98127,LAC3007,TP1A,S2,Ângela Maria Valadas Fernandes,,12:30-14:00,,,,
Seminário/Estágio Curricular (Estudos Comparatistas),98127,LAC3007,TP1B,S2,Ângela Maria Valadas Fernandes,,14:00-15:30,,,,
Seminário/Estágio/Programa Internacional (Comunicação e Cultura),12990,LAC3008,TP1 - ZOOM,S2,Docente a Indicar,,,,11:00-12:30,,
Seminário/Estágio/Programa Internacional (Comunicação e Cultura),12990,LAC3008,TP1A,S2,Docente a Indicar,,,,,09:30-11:00,
Seminário/Estágio/Programa Internacional (Comunicação e Cultura),12990,LAC3008,TP1B,S2,Docente a Indicar,,,,,11:00-12:30,
Seminário/Estágio/Programa Internacional (Comunicação e Cultura),12995,LAC3005,TP2 - ZOOM,S2,Silvia Valencich Frota,,,,,15:30-17:00,
Seminário/Estágio/Programa Internacional (Comunicação e Cultura),12995,LAC3005,TP2A,S2,Silvia Valencich Frota,,,15:30-17:00,,,
Seminário/Estágio/Programa Internacional (Comunicação e Cultura),12995,LAC3005,TP2B,S2,Silvia Valencich Frota,,,17:00-18:30,,,
Sintaxe,85302,LIN2058,TP1 - ZOOM,S1,Anabela Proença Leitão Martins Gonçalves,,,15:30-17:00,,,
Sintaxe,85302,LIN2058,TP1A,S1,Anabela Proença Leitão Martins Gonçalves,,,,15:30-17:00,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Sintaxe,85302,LIN2058,TP1B,S1,Anabela Proença Leitão Martins Gonçalves,,,,17:00-18:30,,
Sintaxe,85302,LIN2058,TP2 - ZOOM,S2,Maria Madalena Coelho da Mota Brito Colaço Belo,,,,,12:30-14:00,
Sintaxe,85302,LIN2058,TP2A,S2,Maria Madalena Coelho da Mota Brito Colaço Belo,,12:30-14:00,,,,
Sintaxe,85302,LIN2058,TP2B,S2,Maria Madalena Coelho da Mota Brito Colaço Belo,,14:00-15:30,,,,
Sistemas Políticos Comparados na Ásia Contemporânea,56482,HIS2106,TP1 - ZOOM,S1,António Eduardo Hawthorne Barrento,,,,,18:30-20:00,
Sistemas Políticos Comparados na Ásia Contemporânea,56482,HIS2106,TP1A,S1,António Eduardo Hawthorne Barrento,,,,14:00-15:30,,
Sistemas Políticos Comparados na Ásia Contemporânea,56482,HIS2106,TP1B,S1,António Eduardo Hawthorne Barrento,,,,15:30-17:00,,
Sociedades da Idade do Bronze na Península Ibérica,77823,HIS2107,TP1 - ZOOM,S1,Elisa Rosa Barbosa de Sousa,14:00-15:30,,,,,
Sociedades da Idade do Bronze na Península Ibérica,77823,HIS2107,TP1A,S1,Elisa Rosa Barbosa de Sousa,,,11:00-12:30,,,
Sociedades da Idade do Bronze na Península Ibérica,77823,HIS2107,TP1B,S1,Elisa Rosa Barbosa de Sousa,,,12:30-14:00,,,
Sociedades de Caçadores-Recolectores na Península Ibérica,77680,HIS2108,TP1 - ZOOM,S2,Cristina Maria Gameiro Gonçalves/João Pedro de Paiva Gomes Cunha Ribeiro,,11:00-12:30,,,,
Sociedades de Caçadores-Recolectores na Península Ibérica,77680,HIS2108,TP1A,S2,Cristina Maria Gameiro Gonçalves/João Pedro de Paiva Gomes Cunha Ribeiro,11:00-12:30,,,,,
Sociedades de Caçadores-Recolectores na Península Ibérica,77680,HIS2108,TP1B,S2,Cristina Maria Gameiro Gonçalves/João Pedro de Paiva Gomes Cunha Ribeiro,12:30-14:00,,,,,
Sociologia da Comunicação,85653,COR1008,TP1 - ZOOM,S1,Fernanda Maria Cavaleiro Pratas,,,,17:00-18:30,,
Sociologia da Comunicação,85653,COR1008,TP1A,S1,Fernanda Maria Cavaleiro Pratas,,,15:30-17:00,,,
Sociologia da Comunicação,85653,COR1008,TP1B,S1,Fernanda Maria Cavaleiro Pratas,,,17:00-18:30,,,
Sociologia da Comunicação,85653,COR1008,TP2 - ZOOM,S1,Jorge Alexandre Loureiro Pinto,,17:00-18:30,,,,
Sociologia da Comunicação,85653,COR1008,TP2A,S1,Jorge Alexandre Loureiro Pinto,,,09:30-11:00,,,
Sociologia da Comunicação,85653,COR1008,TP2B,S1,Jorge Alexandre Loureiro Pinto,,,11:00-12:30,,,
Sociologia da Comunicação,85653,COR1008,TP3 - ZOOM,S1,Fernando Jorge da Costa de Brissos,,15:30-17:00,,,,
Sociologia da Comunicação,85653,COR1008,TP3A,S1,Fernando Jorge da Costa de Brissos,,,,,14:00-15:30,
Sociologia da Comunicação,85653,COR1008,TP3B,S1,Fernando Jorge da Costa de Brissos,,,,,15:30-17:00,
Sociologia da Comunicação,85653,COR1008,TP4 e TP5 - ZOOM,S2,Hurrydeo Beefun,,,14:00-15:30,,,
Sociologia da Comunicação,85653,COR1008,TP4A,S2,Hurrydeo Beefun,14:00-15:30,,,,,
Sociologia da Comunicação,85653,COR1008,TP4B,S2,Hurrydeo Beefun,15:30-17:00,,,,,
Sociologia da Comunicação,85653,COR1008,TP5A,S2,Hurrydeo Beefun,,14:00-15:30,,,,
Sociologia da Comunicação,85653,COR1008,TP5B,S2,Hurrydeo Beefun,,17:00-18:30,,,,
Sociologia das Artes do Espectáculo,61564,LAC2142,TP1 - ZOOM,S1,Anabela Rodrigues Drago Miguens Mendes,,14:00-15:30,,,,
Sociologia das Artes do Espectáculo,61564,LAC2142,TP1A,S1,Anabela Rodrigues Drago Miguens Mendes,,,,14:00-15:30,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Sociologia das Artes do Espectáculo,61564,LAC2142,TP1B,S1,Anabela Rodrigues Drago Miguens Mendes,,,,15:30-17:00,,
Teatro e Literatura,97386,LAC2146,TP1 - ZOOM,S1,Margarida Eugénia Machado de Matos Madureira,,11:00-12:30,,,,
Teatro e Literatura,97386,LAC2146,TP1A,S1,Margarida Eugénia Machado de Matos Madureira,14:00-15:30,,,,,
Teatro e Literatura,97386,LAC2146,TP1B,S1,Margarida Eugénia Machado de Matos Madureira,15:30-17:00,,,,,
Teatro Português,99583,LAC2147,TP1 - ZOOM,S1,Maria João Monteiro Brilhante,,,,08:00-09:30,,
Teatro Português,99583,LAC2147,TP1A,S1,Maria João Monteiro Brilhante,,,,,08:00-09:30,
Teatro Português,99583,LAC2147,TP1B,S1,Maria João Monteiro Brilhante,,,,,12:30-14:00,
Técnicas de Documentação Gráfica em Arqueologia,77700,HIS2109,TP1 - ZOOM,S2,Catarina Ferrer Dias Viegas Taveira,,14:00-15:30,,,,
Técnicas de Documentação Gráfica em Arqueologia,77700,HIS2109,TP1A,S2,Catarina Ferrer Dias Viegas Taveira,,,11:00-12:30,,,
Técnicas de Documentação Gráfica em Arqueologia,77700,HIS2109,TP1B,S2,Catarina Ferrer Dias Viegas Taveira,,,12:30-14:00,,,
Técnicas de Documentação Gráfica em Arqueologia,77700,HIS2109,TP2 - ZOOM,S2,Elisa Rosa Barbosa de Sousa,,,,09:30-11:00,,
Técnicas de Documentação Gráfica em Arqueologia,77700,HIS2109,TP2A,S2,Elisa Rosa Barbosa de Sousa,15:30-17:00,,,,,
Técnicas de Documentação Gráfica em Arqueologia,77700,HIS2109,TP2B,S2,Elisa Rosa Barbosa de Sousa,17:00-18:30,,,,,
Temas e Técnicas da Filosofia,34246,FIL1003,TP1,S1,Maria Leonor Lamas de Oliveira Xavier,,11:00-12:30,11:00-12:30,,,
Temas e Técnicas da Filosofia,34246,FIL1003,TP2,S1,Maria Leonor Lamas de Oliveira Xavier,,12:30-14:00,14:00-15:30,,,
Teologia Filosófica,FIL2063,FIL2063,TP1 - ZOOM,S2,Domingos José Matos Sousa Faria/Pedro Miguel Galvão Lourenço,15:30-17:00,,,,,
Teologia Filosófica,FIL2063,FIL2063,TP1A,S2,Domingos José Matos Sousa Faria/Pedro Miguel Galvão Lourenço,,15:30-17:00,,,,
Teologia Filosófica,FIL2063,FIL2063,TP1B,S2,Domingos José Matos Sousa Faria/Pedro Miguel Galvão Lourenço,,,15:30-17:00,,,
Teoria da Comunicação,12062,LAC2229,TP1 e TP2 - ZOOM,S2,Docente a Indicar,,,12:30-14:00,,,
Teoria da Comunicação,12062,LAC2229,TP1A,S2,Docente a Indicar,,,,12:30-14:00,,
Teoria da Comunicação,12062,LAC2229,TP1B,S2,Docente a Indicar,,,,14:00-15:30,,
Teoria da Comunicação,12062,LAC2229,TP2A,S2,Docente a Indicar,,15:30-17:00,,,,
Teoria da Comunicação,12062,LAC2229,TP2B,S2,Docente a Indicar,,17:00-18:30,,,,
Teoria da História,78135,HIS3009,TP1 - ZOOM,S2,Luís Filipe Sousa Barreto,,,,17:00-18:30,,
Teoria da História,78135,HIS3009,TP1A,S2,Luís Filipe Sousa Barreto,,09:30-11:00,,,,
Teoria da História,78135,HIS3009,TP1B,S2,Luís Filipe Sousa Barreto,,11:00-12:30,,,,
Teoria da História,78135,HIS3009,TP2 - ZOOM,S2,Sérgio Carneiro de Campos Matos,,,,,12:30-14:00,
Teoria da História,78135,HIS3009,TP2A,S2,Sérgio Carneiro de Campos Matos,,,,12:30-14:00,,
Teoria da História,78135,HIS3009,TP2B,S2,Sérgio Carneiro de Campos Matos,,,,14:00-15:30,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Teoria da História da Arte,78023,HIS3010,TP1 - ZOOM,S2,Vitor Manuel Guimarães Veríssimo Serrão,,,,15:30-17:00,,
Teoria da História da Arte,78023,HIS3010,TP1A,S2,Vitor Manuel Guimarães Veríssimo Serrão,,14:00-15:30,,,,
Teoria da História da Arte,78023,HIS3010,TP1B,S2,Vitor Manuel Guimarães Veríssimo Serrão,,15:30-17:00,,,,
Teorias da História da Arte,77747,HIS3011,TP1 - ZOOM,S2,Vitor Manuel Guimarães Veríssimo Serrão,,,,15:30-17:00,,
Teorias da História da Arte,77747,HIS3011,TP1A,S2,Vitor Manuel Guimarães Veríssimo Serrão,,14:00-15:30,,,,
Teorias da História da Arte,77747,HIS3011,TP1B,S2,Vitor Manuel Guimarães Veríssimo Serrão,,15:30-17:00,,,,
Teoria da Literatura,97592,LAC2213,TP1 - ZOOM,S2,Miguel Bénard da Costa Tamen,,,,,09:30-11:00,
Teoria da Literatura,97592,LAC2213,TP1A,S2,Miguel Bénard da Costa Tamen,,,,09:30-11:00,,
Teoria da Literatura,97592,LAC2213,TP1B,S2,Miguel Bénard da Costa Tamen,,,,11:00-12:30,,
Teoria do Conhecimento,34430_8ects,FIL2048,TP1,S1,João Miguel Biscaia Valadas Branquinho,,08:00-09:30,,08:00-09:30,,
Teoria do Conhecimento,34430_8ects,FIL2048,TP1 - ZOOM,S1,João Miguel Biscaia Valadas Branquinho,08:00-11:00,,,,,
Teoria do Conhecimento,34430_8ects,FIL2048,TP2,S1,David Yates,,17:00-18:30,,17:00-18:30,,
Teoria do Conhecimento,34430_8ects,FIL2048,TP2 - ZOOM,S1,David Yates,17:00-20:00,,,,,
Teoria e Estética das Artes do Espectáculo,99887,LAC3009,TP1 - ZOOM,S1,Anabela Rodrigues Drago Miguens Mendes,,15:30-17:00,,,,
Teoria e Estética das Artes do Espectáculo,99887,LAC3009,TP1A,S1,Anabela Rodrigues Drago Miguens Mendes,14:00-15:30,,,,,
Teoria e Estética das Artes do Espectáculo,99887,LAC3009,TP1B,S1,Anabela Rodrigues Drago Miguens Mendes,15:30-17:00,,,,,
Teoria e Estética do Teatro,61590,LAC3010,TP1 - ZOOM,S1,Anabela Rodrigues Drago Miguens Mendes,,15:30-17:00,,,,
Teoria e Estética do Teatro,61590,LAC3010,TP1A,S1,Anabela Rodrigues Drago Miguens Mendes,14:00-15:30,,,,,
Teoria e Estética do Teatro,61590,LAC3010,TP1B,S1,Anabela Rodrigues Drago Miguens Mendes,15:30-17:00,,,,,
Teorias da História da Arte,77747,HIS3011,TP1 - ZOOM,S2,Vitor Manuel Guimarães Veríssimo Serrão,,,,15:30-17:00,,
Teorias da História da Arte,77747,HIS3011,TP1A,S2,Vitor Manuel Guimarães Veríssimo Serrão,,14:00-15:30,,,,
Teorias da História da Arte,77747,HIS3011,TP1B,S2,Vitor Manuel Guimarães Veríssimo Serrão,,15:30-17:00,,,,
Teorias e Políticas de Desenvolvimento Regional,23301,XIG2015,P1,S2,IGOT,,13:00-15:00,,,,
Teorias e Políticas de Desenvolvimento Regional,23301,XIG2015,P2,S2,IGOT,13:00-15:00,,,,,
Teorias e Políticas de Desenvolvimento Regional,23301,XIG2015,T - Videoconferência,S2,IGOT,,,,16:00-17:00,16:00-17:00,
Teorização Literária na Antiguidade,45601,LAC2230,TP1,S1,Nereida Villagra Hidalgo,,,14:00-15:30,,,
Teorização Literária na Antiguidade,45601,LAC2230,TP1 - ZOOM,S1,Nereida Villagra Hidalgo,14:00-15:30,,,,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P1,S2,João Maria Nunes Nobre Teixeira de Carvalho,,,,11:00-12:30,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P2,S2,João Maria Nunes Nobre Teixeira de Carvalho,,,,12:30-14:00,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P3,S2,João Maria Nunes Nobre Teixeira de Carvalho,,,14:00-15:30,,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P4,S2,Maria Paz Gonçalves Carvalho,,,18:30-20:00,,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P5,S2,Maria Paz Gonçalves Carvalho,,,,,17:00-18:30,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P6,S2,Maria Paz Gonçalves Carvalho,,,,,18:30-20:00,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P7,S2,José Maria Carvalho dos Reis,08:00-09:30,,,,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P8,S2,José Maria Carvalho dos Reis,09:30-11:00,,,,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,P9,S2,José Maria Carvalho dos Reis,12:30-14:00,,,,,
Textos Fundamentais: Antiguidade e Idade Média,99311,COR1001,TP1 - ZOOM,S2,Bernardo Machado Mota,,17:00-18:30,,17:00-18:30,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P1,S1,João Maria Nunes Nobre Teixeira de Carvalho,,08:00-09:30,,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P10,S1,José Maria Carvalho dos Reis,14:00-15:30,,,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P11,S1,José Maria Carvalho dos Reis,,,,09:30-11:00,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P12,S1,José Maria Carvalho dos Reis,,,,11:00-12:30,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P2,S1,João Maria Nunes Nobre Teixeira de Carvalho,,09:30-11:00,,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P3,S1,João Maria Nunes Nobre Teixeira de Carvalho,,,15:30-17:00,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P4,S1,João Maria Nunes Nobre Teixeira de Carvalho,,,17:00-18:30,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P5,S1,Maria Paz Gonçalves Carvalho,,,,,14:00-15:30,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P6,S1,Maria Paz Gonçalves Carvalho,,,,,15:30-17:00,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P7,S1,Maria Paz Gonçalves Carvalho,18:30-20:00,,,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P8,S1,Maria Paz Gonçalves Carvalho,20:00-21:30,,,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,P9,S1,José Maria Carvalho dos Reis,12:30-14:00,,,,,
Textos Fundamentais: da Renascença ao Iluminismo,99594,COR1002,TP1 - ZOOM,S1,João Ricardo Raposo Figueiredo,,17:00-18:30,,17:00-18:30,,
Tópicos de Cultura Alemã,62146,LAC2150,TP1,S2,Gerd Hammer,,11:00-12:30,,,,
Tópicos de Cultura Alemã,62146,LAC2150,TP1 - ZOOM,S2,Gerd Hammer,,,11:00-12:30,,,
Tópicos de Linguística Alemã,62233,LAC2151,TP1,S2,Jakob Maché,,09:30-11:00,,,,
Tópicos de Linguística Alemã,62233,LAC2151,TP1 - ZOOM,S2,Jakob Maché,,,,,09:30-11:00,
Tópicos de Literatura Brasileira: Século XIX,99695,LAC2210,TP1,S2,Alva Martinez Teixeiro,11:00-12:30,,,,,
Tópicos de Literatura Brasileira: Século XIX,99695,LAC2210,TP1 - ZOOM,S2,Alva Martinez Teixeiro,,,,,12:30-14:00,
Tópicos de Literaturas Eslavas,57255,LAC2223,TP1,S2,"Ana Carina Fernandes dos Santos Prokopyshyn/Anna Nemcova de Almeida/Katja Perusko/MatejaRozman",,,14:00-15:30,,,
Tópicos de Literaturas Eslavas,57255,LAC2223,TP1 - ZOOM,S2,"Ana Carina Fernandes dos Santos Prokopyshyn/Anna Nemcova de Almeida/Katja Perusko/MatejaRozman",,,,,14:00-15:30,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Trabalho de Campo e Laboratório  1,77643,HIS1022,"TP1 - Semestre de Verão |Dia e horário a definir",S1,"Amílcar Manuel Ribeiro Guerra / Ana Catarina de Freitas Bravo Alves de Sousa / Ana Margarida CostaArruda Santos Gonçalves / Carlos Jorge Gonçalves Soares Fabião / Catarina Ferrer Dias Viegas Taveira /",,,,,,
Trabalho de Campo e Laboratório  2,76743,HIS1023,"TP1 - Semestre de Verão |Dia e horário a definir",S2,"Amílcar Manuel Ribeiro Guerra / Ana Catarina de Freitas Bravo Alves de Sousa / Ana Margarida CostaArruda Santos Gonçalves / Carlos Jorge Gonçalves Soares Fabião / Catarina Ferrer Dias Viegas Taveira /",,,,,,
Tradição Clássica e Cultura Europeia,51201,LAC2154,TP1 - ZOOM,S1,Ana María Sánchez Tarrío,,,,,14:00-15:30,
Tradição Clássica e Cultura Europeia,51201,LAC2154,TP1A,S1,Ana María Sánchez Tarrío,,12:30-14:00,,,,
Tradição Clássica e Cultura Europeia,51201,LAC2154,TP1B,S1,Ana María Sánchez Tarrío,,14:00-15:30,,,,
Tradição Clássica e Identidade Europeia,51131,LAC2155,TP1 - ZOOM,S1,Ana María Sánchez Tarrío,,,,,14:00-15:30,
Tradição Clássica e Identidade Europeia,51131,LAC2155,TP1A,S1,Ana María Sánchez Tarrío,,12:30-14:00,,,,
Tradição Clássica e Identidade Europeia,51131,LAC2155,TP1B,S1,Ana María Sánchez Tarrío,,14:00-15:30,,,,
Tradução Assistida por Computador,51234,LIN2004,TP1 - ZOOM,S1,Sara Gonçalves Pedro Parente Mendes,,14:00-15:30,,,,
Tradução Assistida por Computador,51234,LIN2004,TP1A,S1,Sara Gonçalves Pedro Parente Mendes,14:00-15:30,,,,,
Tradução Assistida por Computador,51234,LIN2004,TP1B,S1,Sara Gonçalves Pedro Parente Mendes,15:30-17:00,,,,,
Tradução Assistida por Computador,51234,LIN2004,TP2 - ZOOM,S1,Helena Gorete Silva Moniz,,,,,11:00-12:30,
Tradução Assistida por Computador,51234,LIN2004,TP2A,S1,Helena Gorete Silva Moniz,,,,11:00-12:30,,
Tradução Assistida por Computador,51234,LIN2004,TP2B,S1,Helena Gorete Silva Moniz,,,,12:30-14:00,,
Tradução Assistida por Computador,51234,LIN2004,TP3 - ZOOM,S2,Sara Gonçalves Pedro Parente Mendes,15:30-17:00,,,,,
Tradução Assistida por Computador,51234,LIN2004,TP3A,S2,Sara Gonçalves Pedro Parente Mendes,,,,12:30-14:00,,
Tradução Assistida por Computador,51234,LIN2004,TP3B,S2,Sara Gonçalves Pedro Parente Mendes,,,,14:00-15:30,,
Tradução Literária do Espanhol,99796,LIN2063,TP1,S1,Maria Margarida Amado dos Santos Baltasar Nunes Acosta,,,11:00-12:30,,,
Tradução Literária do Espanhol,99796,LIN2063,TP1 - ZOOM,S1,Maria Margarida Amado dos Santos Baltasar Nunes Acosta,,,,,09:30-11:00,
Tradução Literária do Francês,87071,LIN2064,TP1,S2,Maria Cristina Lopes Avelino,,08:00-09:30,,08:00-09:30,,
Tradução Literária do Francês,87071,LIN2064,TP1 - ZOOM,S2,Maria Cristina Lopes Avelino,,,,,08:00-09:30,
Tradução para os Media,11623,LAC2234,"TP1 - Inglês e Alemão -ZOOM",S1,Miguel Figueiredo,,09:30-11:00,,,,
Tradução para os Media,11623,LAC2234,TP1A - Inglês e Alemão,S1,Miguel Figueiredo,,,08:00-09:30,,,
Tradução para os Media,11623,LAC2234,TP1B - Inglês e Alemão,S1,Miguel Figueiredo,,,09:30-11:00,,,
Tradução para os Media,11623,LAC2234,TP2 - Inglês e Alemão ZOOM,S2,Miguel Figueiredo,,,08:00-09:30,,,
Tradução para os Media,11623,LAC2234,TP2A - Inglês e Alemão,S2,Miguel Figueiredo,08:00-09:30,,,,,
Tradução para os Media,11623,LAC2234,TP2B - Inglês e Alemão,S2,Miguel Figueiredo,09:30-11:00,,,,,
Tradução para os Media,11623,LIN2093,"TP3 - Francês e Espanhol -ZOOM",S2,Francine Arroyo,17:00-18:30,,,,,
Tradução para os Media,11623,LIN2093,TP3A - Francês e Espanhol,S2,Francine Arroyo,,14:00-15:30,,,,
Unidades Curriculares,Código Fénix,"NovaCodificação",Turno,Semestre,Docentes,2.a,3.a,4.a,5.a,6.a,Sáb
Tradução para os Media,11623,LIN2093,TP3B - Francês e Espanhol,S2,Francine Arroyo,,15:30-17:00,,,,
Tradução Técnica do Espanhol,87203,LIN2067,TP1,S2,Maria Margarida Amado dos Santos Baltasar Nunes Acosta,,,,17:00-18:30,,
Tradução Técnica do Espanhol,87203,LIN2067,TP1 - ZOOM,S2,Maria Margarida Amado dos Santos Baltasar Nunes Acosta,,18:30-20:00,,,,
Tradução Técnica do Francês,87082,LIN2068,TP1,S2,Sépideh Radfar,,,,15:30-17:00,,
Tradução Técnica do Francês,87082,LIN2068,TP1 - ZOOM,S2,Sépideh Radfar,,,14:00-15:30,,,
Turco I,86711,LLE1261,TP1,S1,Seniye Vural,,,15:30-17:00,,15:30-17:00,
Turco I,86711,LLE1261,TP1 - ZOOM,S1,Seniye Vural,,15:30-17:00,,,,
Turco II,86722,LLE1262,TP1,S2,Seniye Vural,,,15:30-17:00,,15:30-17:00,
Turco II,86722,LLE1262,TP1 - ZOOM,S2,Seniye Vural,,15:30-17:00,,,,
Turco III,86733,LLE1263,TP1,S1,Seniye Vural,,,17:00-18:30,,17:00-18:30,
Turco III,86733,LLE1263,TP1 - ZOOM,S1,Seniye Vural,,17:00-18:30,,,,
Turco IV,86744,LLE1264,TP1,S2,Seniye Vural,,,17:00-18:30,,17:00-18:30,
